LinePyHub;length;s_nom;s_nom_max;node0;node1;LineCountry;Type
NO_D-NO_C;1036.95127;0.0;10;NO_D;NO_C;NO-NO;offshore
UK_J-UK_K;225.9469454;0.0;10;UK_J;UK_K;UK-UK;offshore
DE_H-DE_G;84.33264545;0.0;10;DE_H;DE_G;DE-DE;offshore
DK_A-DK_C;63.65658447506351;0.0;10;DK_A;DK_C;DK-DK;offshore
DK_B-DK_C;90.1482015015792;0.0;10;DK_B;DK_C;DK-DK;offshore
DE_F-DK_C;131.29671988350114;0.0;10;DE_F;DK_C;DE-DK;offshore
DE_B-DK_C;182.44806268713697;0.0;10;DE_B;DK_C;DE-DK;offshore
DE_C-DK_C;211.32886753598623;0.0;10;DE_C;DK_C;DE-DK;offshore
DK1-DK_ST1;335.98405584430907;0.0;10;DK1;DK_ST1;DK-DK;offshore
DK_A-DK_ST1;183.7991243645218;0.0;10;DK_A;DK_ST1;DK-DK;offshore
DK_B-DK_ST1;202.27225642062797;0.0;10;DK_B;DK_ST1;DK-DK;offshore
DE_B-DK_ST1;206.58371355781767;0.0;10;DE_B;DK_ST1;DE-DK;offshore
DE_F-DK_ST1;208.8335364882123;0.0;10;DE_F;DK_ST1;DE-DK;offshore
DE_C-DK_ST1;236.44048077092756;0.0;10;DE_C;DK_ST1;DE-DK;offshore
NL_A-NL_D;52.92690807075863;0.0;10;NL_A;NL_D;NL-NL;offshore
NL_B-NL_D;85.44444199328477;0.0;10;NL_B;NL_D;NL-NL;offshore
NL_D-UK_G;90.01956259650383;0.0;10;NL_D;UK_G;NL-UK;offshore
NL_A-NL_F;35.40276412618469;0.0;10;NL_A;NL_F;NL-NL;offshore
NL_B-NL_F;51.29922888254779;0.0;10;NL_B;NL_F;NL-NL;offshore
NL_D-NL_F;73.44575127987073;0.0;10;NL_D;NL_F;NL-NL;offshore
NL_F-UK_G;79.3049900482807;0.0;10;NL_F;UK_G;NL-UK;offshore
DK_A-NO_A;200.87191788762703;0.0;10;DK_A;NO_A;DK-NO;offshore
DK_B-NO_A;244.67878544228827;0.0;10;DK_B;NO_A;DK-NO;offshore
DE_F-NO_A;277.24892196242115;0.0;10;DE_F;NO_A;DE-NO;offshore
DE_B-NO_A;296.395357504863;0.0;10;DE_B;NO_A;DE-NO;offshore
DK_A-NO_B;422.3053667043203;0.0;10;DK_A;NO_B;DK-NO;offshore
NO_B-UK_E;425.9216193378856;0.0;10;NO_B;UK_E;NO-UK;offshore
DK_B-NO_B;482.2542401126304;0.0;10;DK_B;NO_B;DK-NO;offshore
NO_B-UK_D;501.2912573718996;0.0;10;NO_B;UK_D;NO-UK;offshore
DK1-NO_D;1870.0984933976624;0.0;10;DK1;NO_D;DK-NO;offshore
DK_A-NO_D;1878.5680349555696;0.0;10;DK_A;NO_D;DK-NO;offshore
DK_B-NO_D;1936.919577276245;0.0;10;DK_B;NO_D;DK-NO;offshore
NO_D-UK_E;1955.5405981440845;0.0;10;NO_D;UK_E;NO-UK;offshore
NO1-NO_ST1;346.59751342420833;0.0;10;NO1;NO_ST1;NO-NO;offshore
NO_ST1-UK_E;270.0496530953109;0.0;10;NO_ST1;UK_E;NO-UK;offshore
NO_ST1-UK_D;308.66148777078394;0.0;10;NO_ST1;UK_D;NO-UK;offshore
NO_ST1-UK_C;391.0279389646733;0.0;10;NO_ST1;UK_C;NO-UK;offshore
DK_A-NO_ST1;411.8552766590467;0.0;10;DK_A;NO_ST1;DK-NO;offshore
NO1-NO_ST2;274.42178934785653;0.0;10;NO1;NO_ST2;NO-NO;offshore
NO_ST2-UK_E;418.1009561346413;0.0;10;NO_ST2;UK_E;NO-UK;offshore
DK_A-NO_ST2;528.717035663811;0.0;10;DK_A;NO_ST2;DK-NO;offshore
NO_ST2-UK_D;535.1504991616562;0.0;10;NO_ST2;UK_D;NO-UK;offshore
DK_B-NO_ST2;588.5421775739071;0.0;10;DK_B;NO_ST2;DK-NO;offshore
UK_B-UK_F;77.56488697482689;0.0;10;UK_B;UK_F;UK-UK;offshore
UK_B-UK_G;128.6890690702968;0.0;10;UK_B;UK_G;UK-UK;offshore
UK_B-UK_C;159.3595516134849;0.0;10;UK_B;UK_C;UK-UK;offshore
UK_C-UK_F;104.53521855594416;0.0;10;UK_C;UK_F;UK-UK;offshore
NL_B-UK_C;207.19703320954943;0.0;10;NL_B;UK_C;NL-UK;offshore
UK_C-UK_G;220.8017901757602;0.0;10;UK_C;UK_G;UK-UK;offshore
NL_A-UK_C;236.16022227985695;0.0;10;NL_A;UK_C;NL-UK;offshore
UK_D-UK_E;208.29970884631345;0.0;10;UK_D;UK_E;UK-UK;offshore
UK2-UK_E;470.14316675597314;0.0;10;UK2;UK_E;UK-UK;offshore
UK_C-UK_E;471.53746896916107;0.0;10;UK_C;UK_E;UK-UK;offshore
UK_E-UK_F;562.8459104890238;0.0;10;UK_E;UK_F;UK-UK;offshore
NL_B-UK_F;112.58575899639204;0.0;10;NL_B;UK_F;NL-UK;offshore
UK_F-UK_G;119.56983069333128;0.0;10;UK_F;UK_G;UK-UK;offshore
NL_A-UK_F;145.71178836759952;0.0;10;NL_A;UK_F;NL-UK;offshore
NL2-UK_G;154.0673491033546;0.0;10;NL2;UK_G;NL-UK;offshore
NL_B-UK_G;31.19886292756538;0.0;10;NL_B;UK_G;NL-UK;offshore
NL_A-UK_G;51.67289745010372;0.0;10;NL_A;UK_G;NL-UK;offshore
UK_G-UK_H;97.75218273085068;0.0;10;UK_G;UK_H;UK-UK;offshore
NL_C-UK_H;69.30336175240272;0.0;10;NL_C;UK_H;NL-UK;offshore
BE_A-UK_H;69.94423111699726;0.0;10;BE_A;UK_H;BE-UK;offshore
BE_B-UK_H;71.47047567773986;0.0;10;BE_B;UK_H;BE-UK;offshore
